id,output
1,83.72816037225178
2,88.67897975430768
3,123.23742993426387
4,95.76048447259386
5,98.58691778680473
6,117.18207558526687
7,64.36678393336354
8,97.18765985916795
9,112.7777797243461
10,92.47135030645539
11,81.42981284981717
12,92.11211553559528
13,94.3810462176515
14,83.04292055794296
15,90.84569502006805
16,70.26572335820498
17,90.86834155406623
18,60.01157760434993
19,91.93874220804736
20,92.25496551453111
21,89.497210136617
22,71.74491262746807
23,88.53118394210229
24,94.11365285540344
25,87.14258102247987
26,82.02463675259834
27,83.45241054156259
28,93.07284417536356
29,97.7992336162128
30,76.23813945866539
31,86.03591046723447
32,95.69274023172976
33,73.72392727429512
34,104.62864469843709
35,63.43499100191924
36,85.42388694568893
37,79.96540345229508
38,82.87260695573366
39,87.41060855521611
40,85.38562625315234
41,83.80077644691475
42,93.50228613634606
43,81.30807579311792
44,77.22195244649797
45,105.53622605360172
46,97.03391493565839
47,70.01056271744172
48,84.22522824947032
49,73.7703903847513
50,108.55712618011695
51,110.33986587110009
52,104.0557568567027
53,121.6976924971251
54,72.62695752155842
55,82.39711102196569
56,103.15800092278526
57,82.26216348826176
58,84.74107890735287
59,91.57210582871869
60,87.36735559448542
61,62.690892106338666
62,76.08095290590921
63,70.2580435984559
64,64.23595227449837
65,88.693873439019
66,94.76437946385926
67,88.47071595328114
68,92.02053793106865
69,90.07569665435041
70,106.40833303613454
71,94.30709112458172
72,110.69849131380835
73,98.90857471619114
74,99.69261276580848
75,76.62748844280914
76,113.92833179195956
77,78.34941344570426
78,73.19771718781284
79,79.6532560055497
80,76.27319963351196
81,74.09974307739675
82,90.91404954799849
83,114.38542814123046
84,79.25125496753125
85,97.9653526691587
86,102.49326966543248
87,111.50160899693694
88,91.29750068971354
89,80.28809053927125
90,92.21053152040453
91,86.20112340433981
92,77.4379546930356
93,84.42092409315656
94,101.30545643717736
95,103.45328118816133
96,96.73603891571847
97,89.83602181910467
98,70.60432434177093
99,88.65779441743746
100,76.28782105544248
101,103.2702144116302
102,83.45244859811137
103,81.39077554429416
104,81.50819907596171
105,83.94167915937402
106,79.48417455692234
107,77.7340782354249
108,86.08274588731484
109,89.98019704283375
110,81.45529285125149
111,84.3973489439746
112,83.35429966616267
113,95.31252319179377
114,102.62319859775565
115,63.00102947154379
116,80.34917523919586
117,85.87092580970968
118,60.088792304791085
119,113.70795328434461
120,77.71226479438337
121,72.26227169462412
122,79.80114710376444
123,92.02081180162659
124,104.1582059857319
125,100.08658014267426
126,80.5441127277339
127,108.01806336461422
128,91.83345067219935
129,77.55131820454066
130,101.73862099172925
131,81.8728427694288
132,98.11280303503567
133,87.54839173766298
134,96.27148125151885
135,115.69448879357954
136,100.92778953640843
137,116.56874132408205
138,70.37512497903609
139,78.42640874698097
140,122.15287258032257
141,94.6264798309101
142,85.69558986110695
143,91.80833097355801
144,76.86337465062522
145,77.42762489342516
146,96.91999585072591
147,72.32275840977661
148,75.56979002029314
149,80.21969381271053
150,91.14710395335258
151,96.6006439754418
152,93.17270000847651
153,92.34703781856352
154,91.28844602138467
155,73.93735969731507
156,90.98028313668806
157,99.66324718666822
158,92.95838911778125
159,70.6206396187694
160,89.25428628770662
161,76.07374650283752
162,85.85504828548028
163,79.31415916540769
164,77.17394213431729
165,102.69325981266994
166,80.10732585204617
167,95.14743449425147
168,85.39655068491422
169,86.0760737954475
170,82.77079050669909
171,111.21285937087164
172,103.0266022636073
173,77.72305441761428
174,79.70493457840344
175,91.82063435443821
176,107.96314693542999
177,87.98231283422652
178,65.1384168503046
179,105.57502394627889
180,88.01425042895217
181,77.17259074564436
182,75.862794191298
183,94.18440134048265
184,87.40580386718256
185,98.69063934542974
186,66.32217546183968
187,83.53836085849798
188,70.23323309745172
189,73.46004830923778
190,85.37250560767761
191,74.8752324993659
192,109.30783562110302
193,73.81981407758254
194,85.22251290697238
195,100.73272574399518
196,101.28928893855866
197,87.40705611859006
198,85.8484969749774
199,73.04435490559153
200,92.40472850549487
201,86.10994472817389
202,79.7252389862632
203,88.0353595545486
204,78.75983732299076
205,56.320889008981496
206,93.13107920356923
207,67.03160114891466
208,71.99580596471728
209,99.37428228927524
210,35.696871514883306
211,83.24247812644583
212,77.4092261958008
213,99.11955648830434
214,78.47237111778566
215,102.38672277407534
216,106.89924577278693
217,94.98539834284122
218,88.32110374432474
219,98.8965749236299
220,71.59638612010266
221,91.80951720339314
222,76.70112920646123
223,88.85689480519045
224,89.96098955192144
225,77.14164920704884
226,69.78331369749026
227,98.27524958825335
228,71.56268462997195
229,95.4303890551037
230,86.86001129558746
231,82.56956246137626
232,105.4432304048058
233,101.67858885378806
234,115.6768934426484
235,60.77967635731618
236,67.64514513731947
